angle,error_rate
0.8975979010256552,0.011834197446907169
0.9617120368132018,0.01742434849971608
0.9617120368132018,0.01798892369502858
0.9617120368132018,0.01914859166377858
0.9617120368132018,0.01873660435909108
0.9617120368132018,0.01435733189815358
1.0258261726007487,0.02532126914385502
1.0258261726007487,0.02522971640948002
1.0258261726007487,0.02385642539385502
1.0258261726007487,0.02704551230791752
1.0258261726007487,0.02074363242510502
1.0899403083882955,0.03212156248295972
1.0899403083882955,0.02952756834233472
1.0899403083882955,0.02881040525639722
1.0899403083882955,0.02618589353764722
1.0899403083882955,0.03257932615483472
1.1540544441758422,0.03634575763065817
1.1540544441758422,0.03568962970097067
1.1540544441758422,0.03623894610722067
1.1540544441758422,0.03323296466190817
1.1540544441758422,0.03355339923222067
1.2181685799633892,0.03772065984862982
1.2181685799633892,0.04084871160644232
1.2181685799633892,0.03941438543456732
1.2181685799633892,0.03689668523925482
1.2181685799633892,0.03929231512206732
1.2822827157509358,0.042853866899045245
1.2822827157509358,0.043983017289670245
1.2822827157509358,0.043342148149045245
1.2822827157509358,0.044913803422482745
1.2822827157509358,0.044593368852170245
1.3463968515384828,0.04354778844339713
1.3463968515384828,0.04814068395120963
1.3463968515384828,0.04926983434183463
1.3463968515384828,0.04603497106058463
1.3463968515384828,0.04936138707620963
1.4105109873260293,0.05124906491158421
1.4105109873260293,0.04899076413033421
1.4105109873260293,0.04802946041939671
1.4105109873260293,0.04882291745064671
1.4105109873260293,0.04860929440377171
1.4746251231135763,0.049922644901782776
1.4746251231135763,0.050456702518970276
1.4746251231135763,0.051936805058032776
1.4746251231135763,0.050868689823657776
1.4746251231135763,0.052150428104907776
1.538739258901123,0.05160025985173067
1.538739258901123,0.05272941024235567
1.538739258901123,0.05240897567204317
1.538739258901123,0.05149344832829317
1.538739258901123,0.05259208114079317
1.60285339468867,0.05306510360173067
1.60285339468867,0.05312613875798067
1.60285339468867,0.05242423446110567
1.60285339468867,0.05343131453923067
1.60285339468867,0.05338553817204317
1.6669675304762166,0.050166785526782776
1.6669675304762166,0.051540076542407776
1.6669675304762166,0.049327552128345276
1.6669675304762166,0.049800574589282776
1.6669675304762166,0.050288855839282776
1.7310816662637634,0.04816678952095943
1.7310816662637634,0.05054716061470943
1.7310816662637634,0.05083707760689693
1.7310816662637634,0.04973844479439693
1.7310816662637634,0.04857877682564693
1.7951958020513104,0.04830853063089713
1.7951958020513104,0.04812542516214713
1.7951958020513104,0.04661480504495963
1.7951958020513104,0.04777447301370963
1.7951958020513104,0.04774395543558463
1.8593099378388571,0.04558519014123297
1.8593099378388571,0.04578355439904547
1.8593099378388571,0.04311326631310797
1.8593099378388571,0.04749253877404547
1.8593099378388571,0.04370835908654547
1.9234240736264037,0.038269976254880045
1.9234240736264037,0.041352251645505045
1.9234240736264037,0.041092852231442545
1.9234240736264037,0.037919024106442545
1.9234240736264037,0.038681963559567545
1.9875382094139504,0.035582818177533615
1.9875382094139504,0.037230767396283615
1.9875382094139504,0.032134331849408615
1.9875382094139504,0.034667290833783615
1.9875382094139504,0.037566460755658615
2.0516523452014974,0.028276347639209942
2.0516523452014974,0.030427836897022442
2.0516523452014974,0.03260984373295994
2.0516523452014974,0.029298686506397442
2.0516523452014974,0.030214213850147442
2.1157664809890444,0.02202537070635524
2.1157664809890444,0.02184226523760524
2.1157664809890444,0.02440574180010524
2.1157664809890444,0.02802207480791774
2.1157664809890444,0.02420737754229274
2.179880616776591,0.017653230335654024
2.179880616776591,0.017546418812216524
2.179880616776591,0.017348054554404024
2.179880616776591,0.020674470570029024
2.179880616776591,0.016310456898154024
2.2439947525641375,0.009804778501595224
2.2439947525641375,0.006478362485970224
2.2439947525641375,0.009469085142220224
2.2439947525641375,0.012826018735970224
2.2439947525641375,0.014168792173470224
2.3081088883516845,0.005729408461653596
2.3081088883516845,0.007865638930403596
2.3081088883516845,0.004310341078841096
2.3081088883516845,0.006095619399153596
2.3081088883516845,0.004874916274153596
2.3722230241392315,0.001117951871764944
2.3722230241392315,0.001011140348327444
2.3722230241392315,0.001346833707702444
2.3722230241392315,0.00018716573895244393
2.3722230241392315,0.001957185270202444
2.4363371599267785,0.009395894782314562
2.4363371599267785,0.009777364508877062
2.4363371599267785,0.004055318610439562
2.4363371599267785,0.005871114508877062
2.4363371599267785,0.009029683844814562
2.5004512957143246,0.01778259214364053
2.5004512957143246,0.01308288511239053
2.5004512957143246,0.01529540952645303
2.5004512957143246,0.01544799741707803
2.5004512957143246,0.01614990171395303
2.5645654315018716,0.022643136404946473
2.5645654315018716,0.020094918631508973
2.5645654315018716,0.022749947928383973
2.5645654315018716,0.021803903006508973
2.5645654315018716,0.017317819022133973
2.6286795672894185,0.027323725561512274
2.6286795672894185,0.026087763647449774
2.6286795672894185,0.026225092749012274
2.6286795672894185,0.030985834936512274
2.6286795672894185,0.028925898413074774
2.6927937030769655,0.03139516948405416
2.6927937030769655,0.03464529155436666
2.6927937030769655,0.03458425639811666
2.6927937030769655,0.03423330424967916
2.6927937030769655,0.03339407085124166
2.756907838864512,0.03927416235355102
2.756907838864512,0.03622240454105102
2.756907838864512,0.03713793188480102
2.756907838864512,0.03700060278323852
2.756907838864512,0.03829759985355102
2.8210219746520586,0.04197268007460296
2.8210219746520586,0.04264406679335296
2.8210219746520586,0.04252199648085296
2.8210219746520586,0.04139284609022796
2.8210219746520586,0.04134706972304046
2.8851361104396056,0.04561418604606947
2.8851361104396056,0.04375261378044447
2.8851361104396056,0.04694170069450697
2.8851361104396056,0.04515642237419447
2.8851361104396056,0.04692644190544447
2.9492502462271526,0.04848035132926079
2.9492502462271526,0.04901440894644829
2.9492502462271526,0.04980786597769829
2.9492502462271526,0.04927380836051079
2.9492502462271526,0.04690869605582329
3.0133643820146996,0.0523730174570147
3.0133643820146996,0.0508776561288897
3.0133643820146996,0.0517016307382647
3.0133643820146996,0.0495806590585772
3.0133643820146996,0.0505419627695147
3.077478517802246,0.05261192585693551
3.077478517802246,0.05184898640381051
3.077478517802246,0.05097923542724801
3.077478517802246,0.05271873738037301
3.077478517802246,0.05154381062256051
3.141592653589793,0.051422119140625
3.141592653589793,0.05279541015625
3.141592653589793,0.051361083984375
3.141592653589793,0.051361083984375
3.141592653589793,0.0523223876953125
