angle,error_rate
0.0,0.052215576171875
0.0,0.053436279296875
0.0,0.051239013671875
0.0,0.0521087646484375
0.0,0.0504150390625
0.0641141357875468,0.051406481520998054
0.0641141357875468,0.051635363356935554
0.0641141357875468,0.054137804763185554
0.0641141357875468,0.052795031325685554
0.0641141357875468,0.051726916091310554
0.1282282715750936,0.05150326648045221
0.1282282715750936,0.04994686999607721
0.1282282715750936,0.05026730456638971
0.1282282715750936,0.05035885730076471
0.1282282715750936,0.04964169421482721
0.19234240736264038,0.04828198707144839
0.19234240736264038,0.05020459449332339
0.19234240736264038,0.04864819800894839
0.19234240736264038,0.04718335425894839
0.19234240736264038,0.04796155250113589
0.2564565431501872,0.04544633936638219
0.2564565431501872,0.04627031397575719
0.2564565431501872,0.04347795557731969
0.2564565431501872,0.04562944483513219
0.2564565431501872,0.04576677393669469
0.32057067893773394,0.04482607362929085
0.32057067893773394,0.04435305116835335
0.32057067893773394,0.04357485292616585
0.32057067893773394,0.04349855898085335
0.32057067893773394,0.04212526796522835
0.38468481472528077,0.03716844946292633
0.38468481472528077,0.03678697973636383
0.38468481472528077,0.03782457739261383
0.38468481472528077,0.03539842993167633
0.38468481472528077,0.03817552954105133
0.4487989505128276,0.03226492046061677
0.4487989505128276,0.03611013530436677
0.4487989505128276,0.03414175151530427
0.4487989505128276,0.03177663921061677
0.4487989505128276,0.03104421733561677
0.5129130863003744,0.026316645483387552
0.5129130863003744,0.029215815405262552
0.5129130863003744,0.028223994116200052
0.5129130863003744,0.027354243139637552
0.5129130863003744,0.023692133764637552
0.5770272220879211,0.021575021170571973
0.5770272220879211,0.022612618826821973
0.5770272220879211,0.018508004569009473
0.5770272220879211,0.016875314139321973
0.5770272220879211,0.022856759451821973
0.6411413578754679,0.014898681010828807
0.6411413578754679,0.017919921245203807
0.6411413578754679,0.014379882182703807
0.6411413578754679,0.017385863628016307
0.6411413578754679,0.017111205424891307
0.7052554936630147,0.007320699469814729
0.7052554936630147,0.008922872321377229
0.7052554936630147,0.007152852790127229
0.7052554936630147,0.010280904547939729
0.7052554936630147,0.006634053962002229
0.7693696294505615,0.0036661696452026105
0.7693696294505615,0.0018656325358276105
0.7693696294505615,0.0062143874186401105
0.7693696294505615,0.0021708083170776105
0.7693696294505615,0.0053293776530151105
0.8334837652381083,0.006614418227278374
0.8334837652381083,0.004066200453840874
0.8334837652381083,0.007316322524153374
0.8334837652381083,0.005470009047590874
0.8334837652381083,0.004264564711653374
0.8975979010256552,0.014382415220344669
0.8975979010256552,0.009438567564094669
0.8975979010256552,0.009636931821907169
0.8975979010256552,0.011681609556282169
